University ID,University Name,Location (State),Tier,Type,Department,Entrance Exam Cut-off,Average GPA,Average Salary (INR),Percentage Placed,Faculty Members,Faculty with PhD (%),Student-to-Faculty Ratio
167,University 167,Maharashtra,Tier 3,Private,Mechanical Engineering,2409,8.32,831740,92.24,120,54.61,18.46
168,University 168,Delhi,Tier 2,Private,Computer Science,8825,6.45,1484895,94.52,169,28.6,20.72
168,University 168,Karnataka,Tier 2,Private,Electrical Engineering,5535,8.77,693120,93.5,167,76.76,14.44
168,University 168,Delhi,Tier 3,Private,Mechanical Engineering,6060,8.32,1731282,83.74,159,39.41,19.98
169,University 169,Delhi,Tier 3,Private,Computer Science,6919,8.85,1247509,96.74,117,39.1,23.41
169,University 169,Tamil Nadu,Tier 2,Government,Electrical Engineering,1864,6.05,947952,82.17,129,20.77,18.1
169,University 169,Delhi,Tier 3,Private,Mechanical Engineering,1325,8.84,1389118,75.2,192,79.33,13.39
170,University 170,Maharashtra,Tier 3,Private,Computer Science,8754,8.9,1295893,77.76,176,25.26,10.99
170,University 170,Karnataka,Tier 2,Government,Electrical Engineering,3240,7.12,1962388,72.23,100,49.34,22.89
170,University 170,Delhi,Tier 3,Government,Mechanical Engineering,6594,6.42,1920179,88.02,92,68.25,16.39
171,University 171,Tamil Nadu,Tier 2,Government,Computer Science,7828,8.73,1854316,61.03,105,38.45,17.38
171,University 171,Delhi,Tier 2,Government,Electrical Engineering,5039,6.44,733961,80.94,134,48.71,18.78
171,University 171,Karnataka,Tier 1,Private,Mechanical Engineering,5306,8.91,1912210,83.42,30,58.27,22.3
172,University 172,Uttar Pradesh,Tier 3,Government,Computer Science,3949,6.88,960197,86.12,84,78.62,18.17
172,University 172,Karnataka,Tier 2,Government,Electrical Engineering,1375,6.26,388422,78.65,172,62.03,21.56
172,University 172,Karnataka,Tier 3,Government,Mechanical Engineering,2652,7.85,1775159,96.96,32,65.99,20.53
173,University 173,Maharashtra,Tier 2,Private,Computer Science,6599,8.65,652621,72.29,111,76.08,13.76
173,University 173,Uttar Pradesh,Tier 3,Government,Electrical Engineering,9504,7.32,407573,78.67,116,50.36,12.43
173,University 173,Karnataka,Tier 1,Government,Mechanical Engineering,2773,7.24,1646652,94.91,129,73.0,16.22
174,University 174,Uttar Pradesh,Tier 3,Government,Computer Science,7719,7.6,1610015,92.55,26,58.93,24.32
174,University 174,Maharashtra,Tier 2,Private,Electrical Engineering,2464,8.11,1131868,64.45,71,37.84,12.44
174,University 174,Karnataka,Tier 2,Private,Mechanical Engineering,1643,6.73,612579,82.09,197,72.31,18.65
175,University 175,Delhi,Tier 3,Private,Computer Science,9947,6.28,1604397,65.93,175,37.78,12.15
175,University 175,Tamil Nadu,Tier 3,Government,Electrical Engineering,5516,6.28,795919,72.76,195,55.2,22.43
175,University 175,Tamil Nadu,Tier 2,Private,Mechanical Engineering,7411,8.9,1444337,72.28,20,39.39,24.82
176,University 176,Uttar Pradesh,Tier 1,Private,Computer Science,5677,8.11,941621,78.78,165,54.84,24.04
176,University 176,Maharashtra,Tier 2,Government,Electrical Engineering,7089,8.83,1749589,84.72,186,78.95,11.29
176,University 176,Delhi,Tier 1,Government,Mechanical Engineering,2725,7.23,411361,85.76,136,26.99,11.91
177,University 177,Tamil Nadu,Tier 2,Private,Computer Science,1421,6.76,1135488,93.41,114,69.23,22.4
177,University 177,Uttar Pradesh,Tier 1,Private,Electrical Engineering,7748,6.24,1368203,97.42,189,67.06,18.98
177,University 177,Tamil Nadu,Tier 3,Private,Mechanical Engineering,6798,8.12,1471675,60.57,196,54.3,12.77
178,University 178,Delhi,Tier 3,Government,Computer Science,6673,6.99,1687962,69.07,58,42.43,19.38
178,University 178,Tamil Nadu,Tier 3,Government,Electrical Engineering,3395,6.85,1815554,62.05,130,71.29,24.29
178,University 178,Tamil Nadu,Tier 3,Private,Mechanical Engineering,9531,7.66,342674,62.48,64,53.2,17.81
179,University 179,Tamil Nadu,Tier 1,Private,Computer Science,7477,9.36,1824728,96.7,90,22.64,12.78
179,University 179,Maharashtra,Tier 1,Private,Electrical Engineering,3313,9.31,1882701,78.17,132,24.63,12.55
179,University 179,Maharashtra,Tier 2,Private,Mechanical Engineering,4917,6.86,1285976,62.36,153,61.06,24.23
180,University 180,Uttar Pradesh,Tier 2,Government,Computer Science,2819,6.27,1507739,66.79,111,58.51,16.16
180,University 180,Maharashtra,Tier 1,Private,Electrical Engineering,1813,9.46,1062178,98.71,25,63.72,14.73
180,University 180,Delhi,Tier 1,Government,Mechanical Engineering,2141,8.16,1433393,87.1,64,48.51,23.84
181,University 181,Delhi,Tier 2,Government,Computer Science,2784,8.27,321650,99.7,72,61.24,24.42
181,University 181,Delhi,Tier 1,Government,Electrical Engineering,5658,8.59,1278582,60.67,38,40.05,20.96
181,University 181,Karnataka,Tier 3,Government,Mechanical Engineering,3962,7.83,738963,94.66,196,77.43,23.35
182,University 182,Tamil Nadu,Tier 2,Government,Computer Science,2366,7.99,708213,65.41,182,43.76,12.0
182,University 182,Karnataka,Tier 3,Government,Electrical Engineering,3261,9.08,1604295,65.1,84,41.26,14.54
182,University 182,Tamil Nadu,Tier 3,Government,Mechanical Engineering,2375,7.25,431562,73.99,168,48.3,18.3
183,University 183,Delhi,Tier 2,Private,Computer Science,5530,7.24,1788303,82.56,153,39.83,21.17
183,University 183,Maharashtra,Tier 3,Government,Electrical Engineering,8257,7.8,873228,79.53,106,39.04,23.68
183,University 183,Karnataka,Tier 1,Private,Mechanical Engineering,8080,6.64,1147929,60.26,153,74.48,13.64
184,University 184,Delhi,Tier 3,Private,Computer Science,3881,9.3,698838,82.95,171,21.86,20.72
184,University 184,Karnataka,Tier 1,Private,Electrical Engineering,2058,9.14,322499,71.02,196,71.7,18.66
184,University 184,Maharashtra,Tier 2,Government,Mechanical Engineering,5818,8.14,1749141,96.52,148,39.65,12.47
185,University 185,Karnataka,Tier 3,Private,Computer Science,9536,7.94,733797,83.59,89,56.93,11.22
185,University 185,Uttar Pradesh,Tier 2,Private,Electrical Engineering,7899,8.03,402780,92.47,34,43.25,22.95
185,University 185,Delhi,Tier 1,Private,Mechanical Engineering,1271,7.16,1485656,95.45,24,53.88,19.95
186,University 186,Uttar Pradesh,Tier 1,Government,Computer Science,7915,9.49,1982620,71.49,27,58.31,14.8
186,University 186,Maharashtra,Tier 2,Government,Electrical Engineering,6730,9.16,1175817,94.36,139,44.98,15.35
186,University 186,Karnataka,Tier 1,Private,Mechanical Engineering,1198,7.09,463639,97.27,122,78.59,19.68
187,University 187,Delhi,Tier 2,Private,Computer Science,1178,9.1,317118,87.67,197,39.71,10.82
187,University 187,Delhi,Tier 2,Government,Electrical Engineering,4084,7.5,1087163,68.27,89,42.02,12.21
187,University 187,Tamil Nadu,Tier 2,Private,Mechanical Engineering,9516,6.81,523034,60.27,145,31.92,21.75
188,University 188,Maharashtra,Tier 3,Government,Computer Science,2515,9.14,707821,67.31,121,58.49,10.38
188,University 188,Maharashtra,Tier 1,Private,Electrical Engineering,9302,6.94,1927826,69.94,99,68.53,23.13
188,University 188,Delhi,Tier 1,Government,Mechanical Engineering,7691,6.51,1938295,63.9,153,60.95,14.97
189,University 189,Maharashtra,Tier 2,Private,Computer Science,8037,7.09,943970,67.09,97,46.72,11.26
189,University 189,Tamil Nadu,Tier 3,Private,Electrical Engineering,4183,7.1,763930,92.13,128,62.3,21.13
189,University 189,Karnataka,Tier 3,Government,Mechanical Engineering,4829,7.08,1608166,88.7,191,31.67,22.31
190,University 190,Uttar Pradesh,Tier 1,Government,Computer Science,9881,7.41,1121412,80.44,146,48.63,21.9
190,University 190,Tamil Nadu,Tier 3,Private,Electrical Engineering,9802,8.94,791966,88.23,80,41.78,23.19
190,University 190,Karnataka,Tier 3,Private,Mechanical Engineering,5813,7.14,794670,98.46,34,71.75,13.5
191,University 191,Tamil Nadu,Tier 2,Government,Computer Science,6068,7.04,792503,99.1,179,79.73,23.67
191,University 191,Delhi,Tier 1,Private,Electrical Engineering,5174,7.25,1767256,66.86,101,46.44,23.2
191,University 191,Delhi,Tier 1,Private,Mechanical Engineering,3061,9.44,1903969,62.93,108,55.72,16.23
192,University 192,Delhi,Tier 1,Government,Computer Science,2045,6.68,1223953,85.95,132,28.24,14.15
192,University 192,Uttar Pradesh,Tier 1,Government,Electrical Engineering,2505,8.61,507440,99.83,88,35.58,10.02
192,University 192,Tamil Nadu,Tier 1,Government,Mechanical Engineering,7852,9.02,1275112,82.15,105,70.63,21.13
193,University 193,Delhi,Tier 2,Government,Computer Science,3925,9.07,851238,97.15,116,62.33,14.62
193,University 193,Delhi,Tier 2,Government,Electrical Engineering,2706,8.6,572544,88.75,124,64.96,23.77
193,University 193,Uttar Pradesh,Tier 3,Private,Mechanical Engineering,5567,6.14,1199084,63.25,132,46.65,20.13
194,University 194,Uttar Pradesh,Tier 1,Government,Computer Science,7801,9.03,923090,61.27,117,47.64,24.83
194,University 194,Uttar Pradesh,Tier 2,Government,Electrical Engineering,5565,8.74,1468451,99.69,71,71.78,14.01
194,University 194,Uttar Pradesh,Tier 2,Government,Mechanical Engineering,6882,7.14,1929618,64.88,147,74.25,11.03
195,University 195,Maharashtra,Tier 2,Government,Computer Science,4440,6.82,1655182,67.4,82,23.69,13.36
195,University 195,Delhi,Tier 2,Government,Electrical Engineering,3173,7.73,634248,81.48,50,40.36,20.63
195,University 195,Uttar Pradesh,Tier 1,Private,Mechanical Engineering,5493,8.36,628910,91.33,41,63.08,14.25
196,University 196,Maharashtra,Tier 2,Government,Computer Science,2916,6.15,1994548,81.79,184,30.31,17.15
196,University 196,Delhi,Tier 1,Private,Electrical Engineering,9683,7.54,494215,68.49,84,70.19,17.54
196,University 196,Maharashtra,Tier 1,Government,Mechanical Engineering,1534,9.43,319782,80.15,181,42.62,15.9
197,University 197,Tamil Nadu,Tier 2,Private,Computer Science,9316,7.57,1293931,91.86,51,44.67,19.95
197,University 197,Delhi,Tier 2,Private,Electrical Engineering,9081,6.77,1419510,98.03,154,35.66,24.54
197,University 197,Maharashtra,Tier 3,Private,Mechanical Engineering,9758,7.37,410776,88.24,149,65.81,11.63
198,University 198,Delhi,Tier 2,Government,Computer Science,3460,6.51,625800,81.24,90,73.25,19.38
198,University 198,Uttar Pradesh,Tier 3,Government,Electrical Engineering,1616,7.17,1273069,86.86,25,41.36,12.23
198,University 198,Uttar Pradesh,Tier 2,Private,Mechanical Engineering,7269,6.85,1228864,67.87,189,53.86,23.99
199,University 199,Maharashtra,Tier 3,Private,Computer Science,1666,8.49,1540895,78.76,149,42.69,17.76
199,University 199,Delhi,Tier 3,Government,Electrical Engineering,8382,7.44,348639,87.6,93,63.52,15.41
199,University 199,Delhi,Tier 2,Government,Mechanical Engineering,1343,6.52,839767,81.76,76,20.36,17.26
200,University 200,Maharashtra,Tier 1,Government,Computer Science,5212,8.0,391229,68.23,104,52.8,23.27
200,University 200,Uttar Pradesh,Tier 1,Government,Electrical Engineering,3321,8.55,1131187,96.66,101,32.08,23.35
200,University 200,Delhi,Tier 3,Private,Mechanical Engineering,8505,7.76,815447,83.9,126,23.27,14.71
201,University 201,Tamil Nadu,Tier 3,Private,Computer Science,1996,9.05,1138489,96.77,173,40.53,24.42
201,University 201,Uttar Pradesh,Tier 1,Government,Electrical Engineering,1786,7.99,1134123,92.47,82,63.51,21.94
201,University 201,Uttar Pradesh,Tier 3,Private,Mechanical Engineering,6427,8.77,1630805,84.93,65,52.68,10.62
202,University 202,Maharashtra,Tier 1,Government,Computer Science,8433,6.22,1414255,78.01,176,47.85,19.29
202,University 202,Karnataka,Tier 3,Government,Electrical Engineering,3713,6.71,1650816,89.94,64,42.83,11.59
202,University 202,Karnataka,Tier 1,Private,Mechanical Engineering,3506,8.15,311549,71.99,63,52.14,19.27
203,University 203,Uttar Pradesh,Tier 2,Government,Computer Science,8067,7.5,605063,61.57,106,34.54,19.95
203,University 203,Karnataka,Tier 2,Private,Electrical Engineering,2299,8.55,960354,79.69,59,66.18,24.63
203,University 203,Tamil Nadu,Tier 2,Private,Mechanical Engineering,2532,7.8,1088428,95.9,41,26.49,22.63
204,University 204,Delhi,Tier 3,Private,Computer Science,6190,7.94,989925,68.28,72,25.29,21.65
204,University 204,Tamil Nadu,Tier 1,Government,Electrical Engineering,1142,7.51,822820,88.26,56,27.15,12.11
204,University 204,Maharashtra,Tier 2,Government,Mechanical Engineering,2172,8.93,1303941,94.32,144,46.12,24.3
205,University 205,Uttar Pradesh,Tier 2,Private,Computer Science,4309,7.86,1813993,89.04,164,67.51,22.17
205,University 205,Maharashtra,Tier 3,Private,Electrical Engineering,6204,8.16,696419,83.31,38,75.36,21.43
205,University 205,Uttar Pradesh,Tier 2,Private,Mechanical Engineering,5732,8.33,1728926,60.99,159,49.39,17.93
206,University 206,Tamil Nadu,Tier 1,Private,Computer Science,2545,8.85,964687,67.43,125,46.17,19.87
206,University 206,Uttar Pradesh,Tier 1,Private,Electrical Engineering,4732,6.48,1947069,97.31,106,50.14,14.92
206,University 206,Delhi,Tier 2,Private,Mechanical Engineering,6961,9.22,1520985,61.99,70,64.44,17.28
207,University 207,Uttar Pradesh,Tier 1,Private,Computer Science,1069,8.15,1509725,78.3,52,45.75,11.12
207,University 207,Maharashtra,Tier 2,Government,Electrical Engineering,6705,7.77,1126547,75.12,45,47.98,21.88
207,University 207,Maharashtra,Tier 2,Government,Mechanical Engineering,6918,6.16,1345716,70.04,194,45.3,10.6
208,University 208,Tamil Nadu,Tier 3,Private,Computer Science,8164,8.0,1998413,74.01,91,26.4,15.5
208,University 208,Uttar Pradesh,Tier 3,Private,Electrical Engineering,9368,9.38,1794201,82.59,180,56.05,20.51
208,University 208,Karnataka,Tier 2,Government,Mechanical Engineering,7353,7.59,659698,68.06,73,30.19,11.43
209,University 209,Uttar Pradesh,Tier 1,Government,Computer Science,2927,6.6,349156,66.58,32,39.04,13.3
209,University 209,Tamil Nadu,Tier 2,Private,Electrical Engineering,4326,6.35,1464395,98.55,96,71.64,20.42
209,University 209,Delhi,Tier 3,Private,Mechanical Engineering,4159,7.21,553078,83.27,92,44.38,23.2
210,University 210,Delhi,Tier 3,Private,Computer Science,3892,6.95,1576269,72.39,125,48.58,20.05
210,University 210,Karnataka,Tier 3,Government,Electrical Engineering,6262,6.64,744244,74.92,151,33.55,19.25
210,University 210,Delhi,Tier 3,Government,Mechanical Engineering,6972,7.64,339148,77.71,187,32.36,24.28
211,University 211,Delhi,Tier 3,Private,Computer Science,5711,7.98,356116,72.72,63,46.75,22.25
211,University 211,Maharashtra,Tier 1,Private,Electrical Engineering,4908,9.2,1491605,84.85,118,28.02,24.03
211,University 211,Delhi,Tier 3,Private,Mechanical Engineering,2388,8.37,826925,63.97,185,36.53,14.98
212,University 212,Maharashtra,Tier 1,Private,Computer Science,7450,6.72,929112,69.42,162,23.83,15.81
212,University 212,Tamil Nadu,Tier 2,Private,Electrical Engineering,4985,6.16,536824,76.21,117,68.11,16.52
212,University 212,Delhi,Tier 1,Private,Mechanical Engineering,8082,9.32,393246,86.14,124,55.58,17.34
213,University 213,Delhi,Tier 2,Government,Computer Science,4407,6.2,835620,71.57,20,30.08,15.32
213,University 213,Tamil Nadu,Tier 3,Private,Electrical Engineering,9098,8.02,1200853,66.07,68,40.34,21.93
213,University 213,Karnataka,Tier 1,Government,Mechanical Engineering,1835,7.77,423777,97.36,145,22.3,15.52
214,University 214,Tamil Nadu,Tier 3,Private,Computer Science,5022,9.18,1781177,83.28,130,63.04,16.65
214,University 214,Karnataka,Tier 2,Private,Electrical Engineering,1706,8.44,1224501,94.55,143,24.13,18.25
214,University 214,Karnataka,Tier 3,Private,Mechanical Engineering,8865,8.89,607124,62.49,170,78.31,17.69
215,University 215,Maharashtra,Tier 2,Government,Computer Science,5428,8.28,1668108,67.71,81,50.79,20.73
215,University 215,Tamil Nadu,Tier 1,Private,Electrical Engineering,7571,6.26,1864154,97.6,88,20.43,16.85
215,University 215,Maharashtra,Tier 1,Government,Mechanical Engineering,1452,7.58,1821161,88.39,147,23.01,11.45
216,University 216,Karnataka,Tier 1,Government,Computer Science,4149,6.65,1585844,63.17,164,66.47,12.02
216,University 216,Karnataka,Tier 1,Private,Electrical Engineering,8338,6.09,1581507,82.48,160,65.71,23.4
216,University 216,Delhi,Tier 3,Government,Mechanical Engineering,4875,7.67,508137,80.39,76,73.64,15.04
217,University 217,Delhi,Tier 3,Private,Computer Science,4443,7.58,1906325,95.62,24,28.57,18.7
217,University 217,Maharashtra,Tier 1,Government,Electrical Engineering,2407,8.48,1264844,62.2,40,43.54,16.71
217,University 217,Maharashtra,Tier 3,Government,Mechanical Engineering,1997,6.22,797619,72.66,128,72.18,17.08
218,University 218,Tamil Nadu,Tier 1,Government,Computer Science,6616,9.18,1693488,85.01,38,76.9,11.37
218,University 218,Uttar Pradesh,Tier 2,Government,Electrical Engineering,3376,6.05,1621902,81.37,81,61.57,21.0
218,University 218,Uttar Pradesh,Tier 1,Private,Mechanical Engineering,3810,6.83,1550854,76.23,192,23.34,11.94
219,University 219,Karnataka,Tier 1,Government,Computer Science,3243,7.9,926701,71.82,189,79.42,19.17
219,University 219,Maharashtra,Tier 2,Private,Electrical Engineering,6398,7.35,1499438,61.16,28,66.91,17.26
219,University 219,Delhi,Tier 3,Private,Mechanical Engineering,8378,7.18,336160,67.5,128,50.27,13.91
220,University 220,Tamil Nadu,Tier 2,Government,Computer Science,3939,7.8,605007,98.68,46,62.42,19.82
220,University 220,Maharashtra,Tier 1,Private,Electrical Engineering,2502,8.51,714627,63.7,57,35.75,18.72
220,University 220,Maharashtra,Tier 2,Private,Mechanical Engineering,3594,7.93,1517933,73.92,23,70.25,14.84
221,University 221,Karnataka,Tier 2,Government,Computer Science,3765,8.41,458998,64.78,144,23.1,10.74
221,University 221,Maharashtra,Tier 1,Government,Electrical Engineering,6816,6.17,1494601,72.83,197,20.41,21.46
221,University 221,Uttar Pradesh,Tier 2,Private,Mechanical Engineering,7606,8.02,1154032,69.66,81,20.16,22.75
222,University 222,Tamil Nadu,Tier 3,Government,Computer Science,1118,6.03,1987025,83.85,77,36.7,15.93
222,University 222,Uttar Pradesh,Tier 1,Private,Electrical Engineering,7082,9.28,1962805,98.13,86,24.14,17.25
222,University 222,Maharashtra,Tier 3,Government,Mechanical Engineering,6495,9.07,1204329,71.59,36,36.27,21.4
223,University 223,Uttar Pradesh,Tier 1,Government,Computer Science,4557,9.42,628634,76.73,87,34.5,11.02
223,University 223,Tamil Nadu,Tier 3,Private,Electrical Engineering,7763,7.51,1068460,94.33,97,20.76,19.67
223,University 223,Karnataka,Tier 1,Government,Mechanical Engineering,2872,8.46,565976,91.11,85,39.76,20.4
224,University 224,Uttar Pradesh,Tier 2,Government,Computer Science,3486,9.02,1048987,77.85,88,61.58,24.81
224,University 224,Maharashtra,Tier 1,Government,Electrical Engineering,9684,8.13,555095,78.32,76,65.11,18.52
224,University 224,Delhi,Tier 3,Government,Mechanical Engineering,4959,7.17,1209834,88.89,136,54.16,19.48
225,University 225,Uttar Pradesh,Tier 3,Private,Computer Science,3590,6.82,1599270,71.86,89,30.91,17.56
225,University 225,Maharashtra,Tier 2,Private,Electrical Engineering,7539,6.47,348784,78.2,89,62.46,11.59
225,University 225,Uttar Pradesh,Tier 2,Private,Mechanical Engineering,8768,7.54,1084752,93.37,184,65.89,13.98
226,University 226,Uttar Pradesh,Tier 3,Government,Computer Science,3833,8.24,1985876,94.65,83,52.73,12.0
226,University 226,Karnataka,Tier 2,Government,Electrical Engineering,7368,6.36,618821,65.82,175,51.45,20.0
226,University 226,Tamil Nadu,Tier 1,Government,Mechanical Engineering,3790,8.9,635639,85.72,113,26.74,10.74
227,University 227,Uttar Pradesh,Tier 3,Government,Computer Science,4258,7.35,779702,92.85,72,70.1,20.66
227,University 227,Tamil Nadu,Tier 1,Private,Electrical Engineering,9540,9.0,1120217,73.64,23,47.84,21.84
227,University 227,Delhi,Tier 3,Government,Mechanical Engineering,2893,8.44,1282426,68.92,58,78.47,24.63
228,University 228,Tamil Nadu,Tier 3,Government,Computer Science,5433,9.08,587166,65.13,178,35.31,21.52
228,University 228,Tamil Nadu,Tier 2,Private,Electrical Engineering,2986,6.74,1753953,93.06,88,71.5,16.95
228,University 228,Delhi,Tier 3,Private,Mechanical Engineering,4185,7.09,1702964,62.64,89,74.83,24.72
229,University 229,Delhi,Tier 2,Private,Computer Science,6820,8.62,1655097,88.61,45,38.94,11.88
229,University 229,Tamil Nadu,Tier 1,Private,Electrical Engineering,9450,9.04,1189694,98.91,74,49.64,23.04
229,University 229,Tamil Nadu,Tier 2,Private,Mechanical Engineering,9186,6.48,993464,95.08,27,46.77,20.07
230,University 230,Delhi,Tier 3,Private,Computer Science,2982,6.09,394455,61.95,77,56.35,19.48
230,University 230,Delhi,Tier 1,Government,Electrical Engineering,6785,8.64,586287,94.78,128,31.05,10.86
230,University 230,Maharashtra,Tier 1,Private,Mechanical Engineering,5709,6.17,370309,68.11,136,39.6,15.24
231,University 231,Tamil Nadu,Tier 1,Private,Computer Science,2564,8.57,994186,93.54,91,64.5,20.13
231,University 231,Uttar Pradesh,Tier 1,Government,Electrical Engineering,2081,6.45,1166164,84.79,106,57.7,12.76
231,University 231,Delhi,Tier 3,Private,Mechanical Engineering,9828,7.13,464404,91.26,101,70.07,10.84
232,University 232,Delhi,Tier 3,Private,Computer Science,2235,8.24,1147056,77.28,136,22.01,18.7
232,University 232,Tamil Nadu,Tier 2,Government,Electrical Engineering,6335,6.82,1288651,61.92,96,32.7,12.16
232,University 232,Tamil Nadu,Tier 3,Government,Mechanical Engineering,2294,8.39,1048224,90.19,134,74.7,23.92
233,University 233,Delhi,Tier 2,Government,Computer Science,6073,9.44,1914120,74.18,78,47.47,13.88
233,University 233,Maharashtra,Tier 2,Government,Electrical Engineering,6988,9.32,536545,96.28,179,78.1,16.79
233,University 233,Karnataka,Tier 1,Government,Mechanical Engineering,4259,6.66,403535,92.73,55,28.63,11.57
234,University 234,Uttar Pradesh,Tier 3,Government,Computer Science,5402,6.46,1857098,89.35,120,25.86,12.5
234,University 234,Karnataka,Tier 1,Private,Electrical Engineering,2487,8.3,1014261,69.18,119,60.96,19.43
234,University 234,Delhi,Tier 2,Private,Mechanical Engineering,2620,7.51,1443995,82.78,92,45.49,15.13
235,University 235,Uttar Pradesh,Tier 2,Private,Computer Science,8226,8.4,1172377,87.47,198,67.91,11.61
235,University 235,Tamil Nadu,Tier 3,Government,Electrical Engineering,8823,7.57,1438422,63.13,152,65.73,24.04
235,University 235,Uttar Pradesh,Tier 3,Government,Mechanical Engineering,9553,8.58,1975363,95.03,81,74.73,19.5
236,University 236,Maharashtra,Tier 3,Private,Computer Science,5727,8.77,1953070,75.01,101,47.46,11.43
236,University 236,Tamil Nadu,Tier 2,Government,Electrical Engineering,5157,6.61,1580101,60.68,39,69.18,24.99
236,University 236,Delhi,Tier 3,Private,Mechanical Engineering,4936,9.38,1532676,63.36,117,67.71,12.04
237,University 237,Delhi,Tier 1,Private,Computer Science,8456,7.05,546301,68.53,48,68.96,15.67
237,University 237,Maharashtra,Tier 2,Private,Electrical Engineering,5675,7.46,448620,96.24,182,69.25,14.22
237,University 237,Delhi,Tier 2,Government,Mechanical Engineering,9363,6.42,1168331,91.46,115,49.8,22.64
238,University 238,Uttar Pradesh,Tier 2,Private,Computer Science,2353,8.56,882314,74.43,181,58.24,11.06
238,University 238,Tamil Nadu,Tier 1,Government,Electrical Engineering,3073,8.22,495991,77.28,62,43.42,23.37
238,University 238,Karnataka,Tier 1,Private,Mechanical Engineering,8129,6.54,1612867,63.74,65,58.62,14.16
239,University 239,Uttar Pradesh,Tier 3,Government,Computer Science,3428,7.12,1095911,95.28,130,77.58,22.77
239,University 239,Maharashtra,Tier 3,Government,Electrical Engineering,7986,8.67,1680679,87.59,174,21.2,18.8
239,University 239,Tamil Nadu,Tier 2,Private,Mechanical Engineering,8867,8.51,1635250,95.12,116,33.98,22.2
240,University 240,Uttar Pradesh,Tier 1,Private,Computer Science,7875,6.24,701072,76.63,41,64.34,10.44
240,University 240,Tamil Nadu,Tier 3,Government,Electrical Engineering,2770,8.45,574548,85.07,163,62.12,17.61
240,University 240,Maharashtra,Tier 1,Private,Mechanical Engineering,2392,9.04,969745,78.05,165,55.17,17.39
241,University 241,Uttar Pradesh,Tier 1,Government,Computer Science,5541,6.86,1551397,93.27,25,49.21,24.02
241,University 241,Tamil Nadu,Tier 3,Private,Electrical Engineering,5550,6.52,1365560,84.92,157,66.68,13.31
241,University 241,Karnataka,Tier 2,Government,Mechanical Engineering,9417,8.49,1287938,80.69,139,71.31,15.38
242,University 242,Maharashtra,Tier 3,Government,Computer Science,4281,9.38,1583531,85.92,158,37.37,17.19
242,University 242,Maharashtra,Tier 3,Private,Electrical Engineering,6694,7.44,1845739,63.15,149,21.48,16.1
242,University 242,Tamil Nadu,Tier 2,Private,Mechanical Engineering,1028,6.84,448469,61.66,114,34.06,10.29
243,University 243,Uttar Pradesh,Tier 1,Private,Computer Science,6791,7.2,849633,70.75,85,60.82,22.38
243,University 243,Uttar Pradesh,Tier 1,Government,Electrical Engineering,5601,8.77,642808,61.26,86,57.99,23.49
243,University 243,Delhi,Tier 1,Government,Mechanical Engineering,2428,8.95,910682,76.26,63,49.03,23.46
244,University 244,Tamil Nadu,Tier 2,Private,Computer Science,1075,8.85,1615777,68.04,177,28.87,24.11
244,University 244,Delhi,Tier 3,Government,Electrical Engineering,6057,7.88,767616,70.94,193,21.02,24.41
244,University 244,Tamil Nadu,Tier 3,Government,Mechanical Engineering,5071,7.98,892610,61.98,120,69.36,10.2
245,University 245,Delhi,Tier 1,Government,Computer Science,8422,8.86,1758835,87.38,149,65.93,13.15
245,University 245,Maharashtra,Tier 1,Government,Electrical Engineering,1818,9.01,921458,84.52,172,25.03,19.65
245,University 245,Delhi,Tier 2,Private,Mechanical Engineering,5792,8.81,1299291,99.16,178,32.39,21.03
246,University 246,Maharashtra,Tier 2,Private,Computer Science,9699,8.85,365867,71.88,58,77.79,23.76
246,University 246,Karnataka,Tier 1,Private,Electrical Engineering,7614,6.35,690732,98.43,34,34.02,19.59
246,University 246,Maharashtra,Tier 2,Private,Mechanical Engineering,6424,7.35,1646649,61.78,74,45.65,12.41
247,University 247,Uttar Pradesh,Tier 1,Government,Computer Science,9624,6.28,1438452,97.45,76,41.69,15.38
247,University 247,Delhi,Tier 2,Government,Electrical Engineering,8860,7.73,1257004,92.22,52,69.92,16.05
247,University 247,Maharashtra,Tier 1,Private,Mechanical Engineering,8799,7.7,562739,82.3,93,34.33,24.24
248,University 248,Tamil Nadu,Tier 2,Government,Computer Science,5317,7.07,312879,87.58,35,53.1,15.35
248,University 248,Maharashtra,Tier 1,Private,Electrical Engineering,9106,7.32,1816831,69.74,46,65.57,13.09
248,University 248,Karnataka,Tier 1,Government,Mechanical Engineering,7085,7.0,782870,82.55,64,64.52,10.78
249,University 249,Uttar Pradesh,Tier 1,Private,Computer Science,4253,6.64,808670,88.91,78,74.35,11.9
249,University 249,Maharashtra,Tier 2,Private,Electrical Engineering,4513,6.69,1452702,99.06,44,39.29,10.52
249,University 249,Uttar Pradesh,Tier 1,Private,Mechanical Engineering,9328,8.31,1828127,61.52,125,51.68,13.03
250,University 250,Karnataka,Tier 3,Government,Computer Science,4870,9.03,1619910,80.39,106,26.91,18.82
250,University 250,Tamil Nadu,Tier 1,Government,Electrical Engineering,3510,9.08,1040970,63.1,149,57.23,19.58
250,University 250,Uttar Pradesh,Tier 2,Government,Mechanical Engineering,1058,8.81,583466,78.85,142,64.42,11.77
251,University 251,Uttar Pradesh,Tier 3,Private,Computer Science,1561,6.1,1612457,85.0,158,54.79,18.1
